Selection,Max,Length
LIEPERRLT,PERLITE/REPLIER/REPTILE/TRILLER,7
ISQAEAIGS,ASSEGAI,7
TRDNUAGEL,GRUNTLED,8
KAEENNITO,ENATION/NEONATE,7
YEABPTIOB,BIOTYPE,7
LAERWGONM,ALMONER/MANGLER/MEGARON/MONGREL/WAGONER/WANGLER/WRANGLE,7
SSOFAOTDR,DASTOORS,8
NEDITPRDO,TRENDOID,8
TDPRUESAW,PASTURED,8
EETNEGWDI,TWEENIE/TWINGED/WEEDING,7
ENADRINOG,ADORNING/ANDROGEN/ORGANDIE,8
VRMSPIRIO,IMPROVS,7
SQLTEANUF,ELUANTS/EQUANTS/FLAUNTS/LUNATES/NESTFUL/NETFULS/SULFATE,7
LAMTAFFIB,MABATI/TIMBAL,6
ELAYEOASD,ASYLEE/DELAYS/ELODEA/LEASED/LOADSA/SALADE/SEALED/SLAYED/YODELS,6
UHOITSMAR,HUMORIST,8
AEXHECERY,CHEERY/EXARCH,6
CACREXLOF,CORACLE,7
UTRIIDSEE,SIDERITE,8
BSOEAETTA,ABATES/BOTTES/ESTATE/TESTAE,6
TGAEOUOGM,GEOTAG/MAGGOT/OUTAGE,6
AVMRIOIGR,ORIGAMI,7
ETUAVSASN,SAVANTES,8
TATIIPOSE,ATOPIES/OATIEST/OPIATES/PATTIES/PIETIST/POTTIES/TEAPOTS/TIPTOES/TOASTIE,7
NDOEKIISS,DOESKINS,8
LORDTZEOA,DELATOR/LEOTARD/ROOTLED,7
PONDEHLIN,DOLPHIN/PINHOLE,7
EAETUTDCL,CLEATED/EDUCATE/LADETTE/LETTUCE,7
OFAOITZGP,ZAFTIG/ZOFTIG,6
RRIITILGE,GIRLIE,6
SESUACNRU,CASERNS/CAUSERS/SAUCERS/SUCRASE/UNCASES,7
GNOTOEHSO,GENTOOS,7
IEJPSRAAR,PAREIRA/PARRIES/PRAISER/RAPIERS/RASPIER/REPAIRS/SPIRAEA,7
EOONIRDCL,CONDOLE/COORIED/CROONED/EIDOLON/LOONIER/ORCINOL,7
TEAADAFSN,ANATASE,7
EMOAKHILB,BOHEMIA/HEMIOLA,7
OXEIMLROS,ORIOLES/ROOMIES,7
FANEAONRW,FANNER/FAWNER/RENOWN/WANNER,6
ESANMJIUL,INSULAE/JASMINE/MENIALS/SEMINAL,7
AVEGTPOUS,OUTAGES/POSTAGE/POTAGES/UPSTAGE/UPVOTES/VAGUEST/VOGUEST,7
UBUDCIKTH,BITCH/BUCHU/BUTCH/CUBIT/DITCH/DUCTI/DUTCH/THICK,5
NAGCSOEMA,MANAGES/MANGOES/SAMANGO/SANGOMA,7
BIRRAWDLE,BAWDIER/BEDRAIL/BRAILED/BRAWLED/BRAWLER/DRAWLER/LARDIER/RIDABLE/WARBIRD/WARBLED/WARBLER,7
OEARRUGTD,OUTRAGED,8
ORTENIISM,ERMINOIS/INTERIMS/MINISTER,8
ESNAADHEZ,DASHEEN,7
CREMOETDY,ECTODERM,8
SOBUAPEIG,BOUGIES,7
ENTLVORIO,LOONIER/RETINOL/VIOLENT/VIOLONE,7
KOESAJITN,JANKIEST,8
HTPALOEON,HANEPOOT,8
AKSNAIUMI,MANUKAS,7
RAGOTDDIE,DODGIER/GOATIER/GODETIA/GOITRED/GORDITA/RADIOED/ROADIED/TOADIED/TRIAGED,7
ESAHCZORN,ANCHORS/ARCHONS/CANOERS/CHENARS/COARSEN/CORNEAS/HOARSEN/OCHREAS/ORACHES/RANCHES/ROACHES/SCHERZO/SENHORA,7
ECEGFTATP,PATTEE,6
RNSEEAGUR,ARGUERS/EARNERS/ENRAGES/ERASURE/GARNERS/GREASER/GURNERS/RANGERS,7
LBRYOEUCO,BLOOEY/BOLERO/BOUCLE/BURLEY/COLOUR/COLURE/COOLER/CORBEL/COUROL/ROUBLE,6
ONBISDHAE,ADHESION/BANISHED,8
OFKENULEM,MENFOLK,7
OINSSPDEU,DOPINESS/POUNDIES,8
OPRROTALE,OPERATOR,8
NAPSOILAM,PIANOLAS,8
UWOFATEGN,FUGATO/NOUGAT/OUTAGE/OWNAGE/TONGUE/TOWAGE,6
UAOAITTJR,TOTARA,6
EIIURFSYP,PURIFIES,8
ISOCLXODE,COLDIES/COOLIES,7
IFEAURDVM,ADMIRE/ERUVIM/FAIRED/FARMED/FERVID/FIRMED/FRAMED/FUMIER/MAUVER/RADIUM/REMUDA/VARIED,6
UMSGEBNSO,BONUSES/BOSSMEN/SUBSONG/UMBONES,7
EZEICRNPV,CERVINE,7
OBRSAUIUC,CABRIOS/CARIBOU/CARIOUS/CURIOSA/CURIOUS/RAUCOUS/RUBISCO,7
SAIEADSTI,DIASTASE,8
RLQEPUEET,PREQUEL/REPLETE,7
MSCASOEEX,CAMEOS/CEASES/COAXES/COMESS/EXCESS/EXOMES/SESAME,6
IRSETAUWF,FAIREST/FRETSAW/FUSTIER/SURFEIT/SWIFTER/WAITERS/WARIEST,7
TTAAIMIDY,DIMITY/TATAMI,6
IEFUKLFES,SKIFFLE,7
GORTAMOJN,JARGOON/MOONRAT,7
ESYUOHNAR,HOARSEN/NOSHERY/SENHORA/UNHORSE,7
KIDOTAGFF,KOFTA/TAIKO,5
EIDRSOANR,ORDAINERS,9
RUEICMAAT,MURICATE,8
PTOOBMSUA,BAMPOTS/SPAMBOT,7
AJIDPEDNR,DANDIER/DRAINED,7
MLANLUSGE,LANGUES/LEGUANS/MALLEUS/MANGELS/MANGLES/SEAGULL/SULLAGE,7
SCTOGUAOT,OUTACTS/OUTCAST/TAUTOGS,7
FEENIEQBN,BENNE,5
ZIIRLITDS,DISTIL/IRITIS,6
EADIRDTPO,PARODIED,8
SFEKEPERT,KEEPERS/KEESTER/SKEETER/STEEPER,7
NTAUJNOTO,JAUNT/JUNTA/JUNTO/NANTO/NOONA/OUTTA/TANTO/TAUNT,5
ERTLRGAUM,ERRATUM/MATURER/REGULAR,7
OOINGAEQD,GAINED/GANOID/GOODIE/GOONDA/NOOGIE,6
ENRUIGTLE,GENITURE/REGULINE,8
CSSIEBPSU,CUISSES/PUSSIES,7
OGSFDZIER,FIREDOGS,8
MUINEWYET,ENMITY/MINUET/MINUTE/MUTINY/TWEENY/TWINEY,6
SADBAWLUA,DWAALS,6
NAVNUUCER,CANNER/CARVEN/CAVERN/CRAVEN/CUNNER/NUANCE,6
PYEESEENF,PENSEE,6
GITENORAL,ALERTING/ALTERING/GELATION/GERANIOL/INTEGRAL/LEGATION/ORIENTAL/REGIONAL/RELATING/RELATION/TANGLIER/TRIANGLE/TRIGONAL,8
RAZOBDULE,LABOURED,8
IEDASRAHW,AIRHEADS/RAWHIDES/WARHEADS,8
SQEPFMAGO,OMEGAS,6
XDEERPTOA,EXPORTED/OPERATED,8
GTLEMIKAF,FAILTE/GELATI/GIMLET/LIGATE/TALKIE,6
ATISGLROF,FLORIST/GALIOTS/GIRASOL/ORALIST/SLIOTAR/TAILORS,7
NONDUTMEE,DEMOUNT/ENDNOTE/MOUNTED/TENONED/UNNOTED/UNTONED,7
OGASHRUES,ARGUSES/AROUSES/GASEOUS/GHERAOS/GROUSES/GUSHERS/RUGOSAS/SAUGERS,7
TAUEOWTPI,OUTWAIT/WIPEOUT,7
OGZCLSUES,GLUCOSE,7
OERACYUIB,AEROBIC/CARIBOU,7
ETPESAKTL,PALETTES,8
KIOAMNOQL,KAOLIN/KIMONO/MONIAL/OILMAN,6
RMETESIFT,EMITTERS/TERMITES,8
SEVOHRDAD,DEODARS/HOARDED,7
TEADRCNAI,CARINATED/ERADICANT,9
IENIPICTL,INCIPIT,7
TFOAPESSA,PETASOS,7
CUONNRWUI,UNCROWN/UNICORN,7
TPESJUOIM,JUMPIEST,8
XNRDAEGON,ANDROGEN,8
EOFIIZHCD,DEIFIC/IODIZE,6
GFUOTEDTE,FOUETTE,7
RTIAEADRU,RADIATE/TARDIER/TARRIED,7
LIUVDCLEE,CEILED/CELLED/CELLIE/CULLED/DECILE/DEVICE/ILLUDE/LEVIED/VEILED/VIELLE,6
IEMAATPQS,PASTIME,7
LFRTIEEAN,INTERLEAF/REINFLATE,9
TSEDEJAER,RESEATED,8
TFICOOPSE,POOFIEST,8
EEDNEZDRO,REZONED,7
CBEROEPFA,PREFACE,7
AMRSEADAI,ADMIRES/ARAMIDS/ARMADAS/MADRASA/MARDIES/MISREAD/RAMADAS/SIDEARM,7
SESILRPGA,GLASSIER,8
XNMOEODLI,MELODION/MONOXIDE,8
GHULAVELC,HELLUVA,7
UQBIIAOSS,SIBIAS/SQUABS/SQUIBS,6
GTETINRDO,DOTTIER/DOTTING/ERODING/GENITOR/GITTERN/GOITRED/GRITTED/GROINED/IGNORED/REDOING/RETTING/ROTTING/TRIDENT/TRIGONE/TRITONE,7
RDOONDATE,DEODORANT,9
RAAIPIDHR,DIAPIR/PARIAH,6
TASUAELGR,GASTRULAE,9
SALBAJAED,BAJADAS,7
ITEOQENFN,INTONE/NIENTE,6
SICSOIERM,ISOMERIC,8
XNAFRUEWI,FAINER/FAUXER/FAWNER/UNFAIR/WAXIER,6
GERUEOSTZ,GESTURE/GUTZERS/ROGUEST/ROUGETS,7
RSUAEONPK,KORUNAS/PERSONA/PRESOAK/PUNKERS/SPANKER/UNROPES,7
VNMMUOIIN,MINION/OMNIUM,6
NUHFNOEYT,FENNY/FOEHN/FOUNT/FUNNY/FUTON/HEFTY/HONEY/NONET/OFTEN/TENON/TONNE/TUNNY/YOUTH,5
RGTASAADE,GRADATES,8
ISIHWOTER,WORTHIES,8
AIEONPEPS,PAEONIES,8
OUREDCLAZ,CRUZADO/ROULADE,7
IUERLNSAI,UNISERIAL,9
LAETESNOM,TELAMONES,9
ISVDGOIBP,IDIGBOS,7
ASUDCYERI,CARDIES/CRUISED/CRUSADE/DASYURE/DYSURIA/RADICES/RESIDUA/SAUCIER/SIDECAR,7
LSURMESRO,LOUSERS/MORSELS/MOUSERS/ROUSERS/SORRELS,7
EPRBRDIAE,BEARDIER/BREADIER/REPAIRED,8
ORATOWSDE,WOODRATS/WOODSTAR,8
DTOZLEOLA,LOOTED/TOLLED/TOOLED/ZEALOT,6
OMEMIOSRH,HEROISM/MEMOIRS/MOREISH/ROOMIES/SHIMMER,7
IKNNBMEUA,BENAMI/BINMAN/BINMEN/BUNKIE/EMBANK/MANNIE/NUMINA/UNMAKE,6
HETTENSEU,ENTHUSE/TEETHES,7
ACIAGJTDO,ADAGIO/ADJIGO/COTIJA/DACOIT,6
KRCOGEEDA,CORDAGE/CORKAGE/CREAKED/CROAKED/DOCKAGE,7
LTPUSAITT,TITTUPS,7
EOETEVSLF,LOVEFEST,8
AEWBDEMTS,BEDMATES,8
TNZOREEDU,DEUTERON,8
AARTOLNOS,ORTOLANS,8
GIRGETUME,MUGGIER,7
EMWARBFIO,FIBROMA/FOAMIER,7
EOHESDPTO,PHOTOED/PHOTOES/SOOTHED/STOOPED,7
IRXENSVOR,ENVIROS/IRONERS/OREXINS/ROSINER/VERSION,7
AISNOMSKS,SAISONS,7
LREDNUITE,INTERLUDE,9
ECGGSACIU,ACCUSE/CUECAS/GAUGES/GIGUES,6
MUANPEEQI,APEMEN/EQUINE/MANQUE/MEANIE/PIEMAN/PIEMEN/PNEUMA/QUEEAI,6
EUAOLINDS,DELUSION/UNSOILED,8
ORFXTUINE,FIXTURE/FORTUNE/ROUTINE,7
IEGHBKIOR,HOKIER/RHEBOK,6
IADSALING,ALIASING/GAINSAID,8
IORANMRMO,MANOIR/MAROON/MARRON/MORION,6
DESORJUHE,REHOUSED,8
AVAGCOLTI,OTALGIA/VOLTAIC,7
RWSLEITIA,LAIRIEST/LISTERIA/WISTERIA,8
NOUNAOITS,ANOINTS/NATIONS/NONSUIT/NOTIONS/ONANIST,7
LZIEINSGU,SEIZING/SINGELI,7
ILSOSREUH,SLOSHIER/SLUSHIER,8
IRIDEBPMX,BIRDIE/BRIDIE/MIDRIB/PIERID/PREMIX/PRIMED,6
IKOFATURQ,FAQUIR/QUARTO/TAKFIR/TROIKA,6
NPARCMEIY,CAMPERY/CAMPIER/CAPRINE/CARMINE/CERIMAN/PRIMACY/PYAEMIC/YAMPIER,7
ONIOTTRAG,ROGATION/ROTATING/ROTATION,8
EOANLHEDS,DASHEEN/HANDLES/HANDSEL/LEASHED/LOANEES/SHOALED,7
WAAIATRBT,BARAAT/BATATA/BRAATA/TARATA/WAIATA,6
NAICEETSO,ACONITES/CANOEIST/CINEASTE/NOTECASE/SEICENTO/SONICATE,8
LVOEDSUGE,DELOUSE/DELUGES,7
HATGOEZGO,GEOTAG/HOGGET,6
EMPNRISIA,MARINISE,8
CETIOSEMA,AMOSITE/ATOMIES/ATOMISE/COATEES/EMETICS/SOMATIC/STEAMIE,7
CIUHRDEIY,CHIDER/CIDERY/DICIER/DREICH/HYDRIC/RUCHED,6
TWOOLNENO,NEWTON/WONTON,6
OTNSRAKIT,STOTINKA/STRONTIA,8
SEAKIEDDP,PADDIES/SKIDPAD,7
ALEDRCAMT,ALARMED/CALDERA/CARAMEL,7
SCMOGBTUA,COMBATS/COMBUST/SCUMBAG,7
DFAPUESLR,FELDSPAR/SPADEFUL,8
CGIAUREFI,FIGURAE/REFUGIA,7
OSZUELNAE,LOANEES/ZEALOUS/ZONULES,7
FGDEPORAE,FORAGED,7
UAESSSMIK,KUMISSES,8
CAFRALESO,CARAFES/COALERS/ESCOLAR/LOAFERS/ORACLES/ROSACEA,7
EOEGDTJHT,GHETTOED,8
OIWUGMUER,MORGUE,6
DAUDRPTIO,AUDITOR/PAROTID,7
RAENOMBEE,AEROBE/BARMEN/BEAMER/BEANER/BEMOAN/BORANE/BOREEN/ENROBE/MEANER/MENEER/MOANER/MOREEN/MORENA/RENAME,6
ILTVUSAEN,INSULATE/VENTAILS,8
LOJREOZPA,JAROOL/LOOPER/PAROLE/POOLER/POOZLE,6
TIEDMSNSA,DESTAINS/MANTISES/MATINESS/MEDIANTS/MINDSETS/MISDATES/SANDIEST/SIDESMAN,8
RTRYOANES,ROASTERY,8
EPWABSIMI,WASPIE,6
AOSNEXROE,RANEES/REASON/SOONER,6
DTQIEFOTB,BITTED/FITTED/FOETID,6
MSNOTAUDU,AMOUNTS/ASTOUND/AUTUMNS/DUSTMAN/OSMUNDA/OUTMANS,7
NKEGLESTI,KINGLETS/NESTLIKE/SLEEKING/SLEETING/STEELING,8
FDDESOANA,ANODES/DANDAS/DANFOS/DEDANS/SADDEN/SANDED/SODDEN,6
PGURAEIIH,HEGIRA/RUPIAH,6
AFADRSCSO,CSARDAS,7
EIESEMLTE,ELITES/ESTEEM/MELEES,6
DIOESNTUR,INTRUDES/OUTRIDES/OUTSIDER/ROUNDEST/ROUTINED/ROUTINES/TONSURED/UNSORTED,8
RTELANAUW,NATURAL/NEUTRAL/UNAWARE,7
AIHVRDEOR,ARRIVED/AVOIDER/HARDIER/HARRIED/HOARDER/HOARIER,7
SVOTELMEM,ELOTES/EMMETS/EMOTES/MOLEST/MOTELS/SVELTE/TOMMES/VETOES/VOLETS/VOLTES,6
URWOEIGDN,DOWERING/GROUNDIE,8
OLREAUBAN,ABALONE/AUREOLA/NEBULAR/RUBEOLA,7
EYLPZTAAS,PALATES/SPATZLE,7
NIFTERPIU,FIREPIT/NIFTIER/UNIFIER,7
OELITHESE,EOLITHS/ESTOILE/HOLIEST/HOSTILE/LITHOES/SHEITEL/SHELTIE,7
AMPEAHOPS,APPOSE/HAOMAS/MAHOES/PAMPAS/SHOPPE,6
NEUSESTAC,ACUTENESS,9
AETIODRAG,GEODATA/GOATIER/GODETIA/GOITRED/GORDITA/GRADATE/RADIATE/TRIAGED,7
RSVAMIEEG,EMIGRES/GRAVIES/GREAVES/GRIEVES/IMAGERS/MEAGRES/MIRAGES/MISGAVE/REGIMES/REMIGES/SEAMIER/SERIEMA,7
EDRLMIQUO,LIQUORED/MOULDIER,8
WYBCOANEI,CENOBIA/COWBANE,7
ETROKSIIN,STINKIER,8
NHAURCVRO,RANCOUR,7
TAASARLOP,PASTORAL,8
IESPGTARI,GRAPIEST/PARITIES,8
IAMLASEGR,LAIRAGES/RAILAGES/REGALISM,8
EREFMDOWA,DEFAMER/FREEDOM/OARWEED/WAFERED,7
NGOEASCFY,NOSEGAY,7
EHUTDUXSI,DUTIES/SUITED,6
RTGTZOUIE,GOUTIER/GUTTIER,7
METATSRNO,MONSTERA/STOREMAN/TORMENTS,8
OILEDNDSW,DISENDOW/DISOWNED/DOWNSIDE/DWINDLES/SWINDLED,8
APEDERNPA,APPEARED/ENDPAPER,8
SROTEQROI,ROOTSIER,8
DSCNENOSU,ESCUDOS/SECONDS/UNSENDS,7
RIEJNGANM,RENAMING,8
OTLSIRISN,IRONISTS/NOSTRILS,8
BUDPREEAI,BEADIER/BEARDIE/UPBRAID,7
OGOGBTIMA,GAMBIT/MAGGOT,6
QAEEFTROM,FORMATE,7
ATUTSEARH,ARETHUSA/SATURATE,8
LTADUIEVD,ADULTED/AUDITED/DILATED/DILUTED/VAULTED,7
OGXATISSR,AORISTS/ARISTOS,7
DOUPBOELL,BLOOPED,7
ALINUTEJE,AUNTIE/ELUANT/ELUATE/ELUENT/ENTAIL/LATEEN/LENITE/LUNATE/LUTEIN/TAJINE,6
SBEAMOLET,BOATELS/BOLETES/MABELES/MALTOSE/OBLATES/OLEATES,7
DRAYOOTWE,DOORWAY/WOODRAT,7
CSDANRUUT,CUSTARD/TUNDRAS,7
SRKEDTEII,SIDERITE,8
RNTDMMOOI,MONITOR,7
SIGESFAHU,GEISHAS,7
SZOEMRUBI,EBRIOUS/IMBRUES/MOUSIER/ZOMBIES,7
DPIOUAHCG,DAIGOU/GAUCHO,6
PENPUAING,ANGUINE/GENIPAP/GUANINE/NAPPING/NEAPING/PENGUIN,7
USTETIDVT,DUETTIST,8
TFEGPKERO,PROTEGE,7
IDBJERRAC,CARBIDE/CARRIED,7
OURHSNEML,MERLONS/UNHORSE,7
TDIIHLAQU,DIQUAT/LIQUID/LITHIA,6
EWEYOIPOT,PEEWIT/PEYOTE/WOOPIE,6
SAOLGDNOA,DALGONAS/GONDOLAS,8
ARTLCOEUU,AUTOCUE/CLOTURE/COULTER/COUTURE/CROTALE/CUARTEL/CULTURE/OUTRACE/ROULEAU/TORULAE,7
MAALMGUIA,AMALGAM,7
IENRSEMCS,CENSERS/CERESIN/ERMINES/MERCIES/MESSIER/MINCERS/MISERES/NEMESIS/REMISES/SCREENS/SEINERS/SIEMENS/SINCERE,7
OAHIWOTDR,HOTWORD/WOODRAT,7
CBNEEUOMA,CAUBEEN,7
OTURIAJML,TURMOIL,7
ANMOHSEKR,HORSEMAN/MENORAHS/RHAMNOSE,8
VAOPNIELE,ENVELOP/OPALINE/PEAVINE,7
STXDEULEP,SEXTUPLED,9
SIRABEDLE,DESIRABLE,9
IOMTETSNE,MONETISE/NOISETTE/SEMITONE/TEOSINTE,8
ZEASOSRSD,DOSSERS/SAROSES,7
ENEODVCAT,ANECDOTE,8
AONNTGRKU,OUTRANK,7
RAEROPTSL,PETROSAL/PRAETORS/PRORATES/REALTORS/RELATORS,8
OGMEAETNL,ELONGATE,8
ASDESCREA,CARESSED,8
ZIDIERFUO,DOZIER/IODIZE,6
JOQWEIGAU,JIGAE,5
DEILETENU,UNDELETE,8
GEAENSVIE,ENVISAGE,8
PAMDERANO,POMANDER,8
SOIRUVHIB,SHIBORI/VIBRIOS,7
NESOTTNCA,CONSTANT/CONTENTS,8
RWLGRSAIA,WARRIGALS,9
ADTUTREZE,TREATED/UTTERED,7
LDLANEJPO,JOLLED/LOANED/PALLED/PEDALO/PLANED/POLLAN/POLLED/POLLEN,6
MOQRSAESO,MASOORS/SEROMAS,7
PCEIRETHS,CHESTIER/HERETICS/HERPETIC/PITCHERS/RECEIPTS,8
ORMEITEGC,GEOMETRIC,9
IHNNOORIU,HONOUR,6
EANKUTMUN,UNMEANT/UNTAKEN,7
RGIBAEFUD,ARGUFIED,8
RTRWEEGEP,PEWTERER,8
ROFIGIOSY,FROYOS,6
RXLNUAAOD,NODULAR,7
TNURYEMAN,REMNANT/TANNERY/UNMEANT,7
UDAVOLCSS,CLOUDS/DOSSAL/DOULAS/OSCULA/SALVOS/SCALDS/SCOLDS/VOCALS,6
EAIRTRKIH,HAIRIER,7
JSOAPEESC,ESCAPES,7
ONFUTOMCS,COUNTS/CUSTOM/FOUNTS/FUTONS/MOUNTS/MOUTON/MUTONS/NOSTOC/ONCOST,6
HGWPLTEIU,UPWEIGHT,8
AFDLEEUOQ,ELODEA/FEUDAL/FOALED/FOULED/LEAFED/LOAFED/QUELEA,6
MDAEVCOED,MEDEVAC,7
AORNLACLI,CARILLON,8
RGIREOMJT,GOITRE/GORIER/RIOTER/TREMOR/TRIMER,6
LORSSBEUS,SORBUSES,8
TROUTNFIE,RITENUTO,8
EOAPICPRX,CRAPPIE/EPICARP/EXOCARP,7
RMCRDITIA,TRIADIC,7
EPSUQSGLU,PULQUES,7
EAAOSNTZM,METAZOANS,9
YBUOCERIG,BOUGIE/BROGUE/CORBIE/CYBORG,6
OSUDADTSI,STUDIOS,7
TSAEFLICO,FLOATIES/FOCALISE/FOLIATES/LIFECAST/SOCIETAL,8
OCUQMOIMH,CHOOM/COMMO/COQUI/HUMIC/MOCHI/MOOCH/MUCHO/OHMIC,5
ETREHRCEE,ETCHER/REETER,6
SGAODNJIA,ADAGIOS/ADJIGOS/ADJOINS/AGNOSIA/DOGANAS/GANOIDS,7
IEAURITPB,ABRUPT/BAITER/BARITE/BITIER/PERITI/PIRATE/PRATIE/RUBATI/TIBIAE/UPBEAT/UPRATE,6
LUETIPYAW,PLUTEI,6
RBPUIDFAO,UPBRAID,7
NLUZAOSFE,ZEALOUS/ZONULES,7
NUTEXUYID,DUNITE/NUDITY/UNITED/UNTIDY/UNTIED,6
DEAZTOGHI,GODETIA,7
IRATLYDSO,ADROITLY/DILATORS/DILATORY/IDOLATRY/ROYALIST/SODALITY/SOLIDARY/SOLITARY,8
USXIAEHMS,HASSIUM/MASHIES/MESSIAH/MUSHIES,7
SFIMTAJAE,FAJITAS,7
ISCPEUNEB,BICEPS/ENBIES/EUCIES/INCUSE/NIECES/PIECES/PUISNE/SPECIE/SPENCE/SUPINE,6
TIROIECSE,EROTICISE,9
UPTUEWMSR,STUMPER/SUMPTER,7
AOOTNMELG,MAGNETO/MEGATON/MONTAGE/MOONLET/OMENTAL/TANGELO/TELAMON,7
EOENKUGNT,GUENON/KETONE/NEKTON/TONGUE/UNKEEN/UNKNOT,6
SUGAVOCSE,CASEOUS/GASEOUS,7
EEPGJIGCG,PIECE,5
ROEODMPET,ODOMETER/PROMOTED/PROTEOME,8
XEITFIUND,FINITUDE,8
MSBEYIOAR,AMBRIES/EMBRYOS/ROSEBAY,7
IIZFBARLR,BIFILAR,7
TAKISSARE,ASTERISK/SARKIEST,8
NAHGEOSUI,AGONIES/AGONISE/ANGUISH/GUINEAS/HEINOUS/HOAGIES/HOEINGS/HOUSING/IGNEOUS/SHOEING,7
DOERECTEV,VECTORED,8
ETNSHAOLP,ETHANOLS/HAPLONTS/LAPSTONE/PHAETONS/PHONATES/POLENTAS/SATPHONE/STANHOPE,8
ROTSTDUOQ,ODOURS/OUTROS/STROUD/TROUTS/TUTORS,6
AOEIRNERF,FORERAN/REFINER/REFRAIN,7
RASUIJCEE,CAUSERIE,8
DRQEOBUAG,BAROQUE,7
INIEMIMCD,MINCED,6
YEMEEVDHO,HOMED/HOMEY/HOYED/MOVED,5
AMRBASUAT,TAMARAUS/TAMBURAS,8
ANXILSPOA,PIANOLAS,8
TOSREUNID,INTRUDES/OUTRIDES/OUTSIDER/ROUNDEST/ROUTINED/ROUTINES/TONSURED/UNSORTED,8
CBOTPAALE,ACTABLE/CAPABLE/PEACOAT/PLACATE/PLACEBO/POLECAT/POTABLE,7
TAOSSKEZO,KAZOOS/SKATES/STAKES/STEAKS/STOKES/STOOKS,6
NEUOLECJC,COULEE/JOUNCE/LEUCON,6
SIVAPEPSR,APPRISES/PARVISES,8
ASGSEPTOE,APOGEES/GOATEES/PESETAS/PETASOS/POETESS/POSTAGE/POTAGES/SEPTAGE,7
DIENFHHAE,DEAFEN/DEFINE/INFEED,6
DSDBGEILE,BEDSIDE/BEIGELS/EDIBLES/SLEDGED,7
TFNXEKIOR,FORINT/FORNIX/FOXIER/KNIFER/NITROX/NORITE/OREXIN/ORIENT/TINKER/TONIER/TROFIE,6
TEQMITISO,MOTETS/MOTTES/OTITIS/SOMITE/TOTEMS,6
RUREODDOM,DOOMED/DOORED/DORMER/DOURER/MODDER/MOORED/MUDDER/MURDER/ORDURE/ROOMED/ROOMER/RUDDER,6
NIRSAAUML,ALARUMS/ALUMINA/ANIMALS/INSULAR/LAMINAR/MANUALS/MARINAS/MARLINS/RAILMAN/RUMINAL/SAMURAI/SAURIAN/SURAMIN/URINALS,7
TIESTLIMK,MILKIEST/MISTITLE,8
ASPOOITEX,ATOPIES/ISOTOPE/OPIATES/POXIEST,7
ASJONRAST,SONATAS,7
DEDIEANRQ,DANDIER/DRAINED/READIED,7
TGSOUNICB,SCOUTING/SUBTONIC,8
DUASPNRMO,OSMUNDA/PARDONS/RANDOMS,7
ULNTTEHEU,LUNETTE,7
DOWMATELL,TALLOWED,8
APBEIZTIP,BAPTIZE,7
RSIFTIROS,FIRSTS/FOISTS/FORTIS/FROSTS/IRRITS/TIFOSI,6
MGGFLOIAN,FLAMINGO/GLOAMING,8
EDTAZIGEM,MEDIATE,7
TBIILAOPD,TABLOID,7
OESIUBSLN,ELUSIONS,8
SEJOINGMR,GEOSMIN/IGNORES/JINGOES/JOINERS/MERINOS/MINGERS/MORGENS/NORMIES/REGIONS/REJOINS,7
ADTIUSAND,DANAIDS,7
OEWSDTREA,DEWATERS,8
RSUREEYIL,LEISURE/SURLIER,7
VEACMDOPI,VIDEOCAM,8
FEENBRTAG,ENGRAFT/FATBERG/FREEGAN/GRANTEE/REAGENT,7
EEPRTMURS,MUSTERER/PERMUTES,8
ASVTEOSRD,ASSORTED/TORSADES,8
BBJSUATON,NUTJOBS,7
TGIOPEPEN,EPIGONE/EPITOPE/PEEPING/PEPTONE/TOPPING,7
EUAZNCIRR,CARNIER/CRAZIER,7
UFOEYPTDM,DEPUTY/POUTED/TUMEFY/YOMPED,6
RMIACDINS,MINICARS,8
STAWASTUE,STATUES,7
DNGRWEELE,GREENED/NEEDLER/RENEGED/RENEWED,7
LOGIYFTUE,EULOGY/FLUTEY/FUTILE/GLUTEI/GUILTY/OUTFLY/UGLIFY,6
HSOFLAUEL,FELLAHS/HALLOES/HULLOES,7
AOBJENRCI,AEROBIC/BACONER/CARBINE/CENOBIA/JABRONI/JACOBIN,7
RZOAOTLEU,TORULAE,7
HIPOOGDRA,DIGRAPH,7
EDMOWSATA,MEADOWS,7
NCENEOKER,CONKER/ENCORE/KEENER/NECKER/RECKON,6
KCFIGEAOL,FOLIAGE/LOCKAGE/OILCAKE,7
SERBESIAL,ABSEILERS,9
AOOHIOSRM,AMOROSO,7
GDTESINAM,MANGIEST/MEDIANTS/SEDATING/STEADING/STEAMING,8
MATICTLOP,APOMICT/CAPITOL/COMITAL/OPTICAL/OPTIMAL/POTAMIC/TALIPOT/TOPICAL,7
HFRZASATU,ARHATS/FRUSTA,6
OESTESNDU,SOUNDEST/STENOSED,8
KGIRAERGI,RAGGIER,7
SPAMITANE,ANIMATES/IMPANATE,8
IAENMGELR,GREENMAIL,9
ARVTLEFAE,VALERATE,8
SRLXQIETU,QUILTERS,8
EEAUNVADT,VAUNTED,7
NCBSAEEOM,ABSENCE/AMBONES/BASEMEN/BEACONS/BECOMES/BEMOANS/MENACES/OBSCENE,7
